Phosphate	Nitrate	Biomass	Carotene	Lutein
0.05	1.0	0.47536642784768696	1.4299831484325465	4.082796322389427
0.05	1.5	0.4771976644338477	1.4255720655009725	5.330297550403626
0.05	2.0	0.4790019708652147	1.4204226411427934	5.497105175369374
0.05	2.5	0.48073957320640176	1.397971129907742	5.087676749761688
0.05	3.0	0.4820817662181889	1.1718402875567515	4.546700734531617
0.05	3.5	0.48297424483307355	0.7288471956505151	4.108304151885379
0.05	4.0	0.4834396610314816	0.6704068673426092	3.845906402769032
0.05	4.5	0.48362804744156845	0.6673917976828955	3.7320040913885886
0.05	5.0	0.4836605148428512	0.666903613698654	3.7094245891501947
0.05	5.5	0.48366459228298087	0.6666757289173938	3.7077364348242523
0.05	6.0	0.4836667069012179	0.6665405325032887	3.7070818955772933
0.05	6.5	0.4836680677437988	0.6664532824348438	3.706747923126894
0.05	7.0	0.48366902911632464	0.6663936825737672	3.706560774778004
0.05	7.5	0.4836697477723064	0.6663512312072056	3.7064515755029013
0.05	8.0	0.48367030640340897	0.6663200007580835	3.7063873599649146
0.05	8.5	0.4836707534591714	0.6662964240842857	3.7063505424350423
0.05	9.0	0.48367111943464214	0.6662782450235667	3.7063310379001377
0.05	9.5	0.4836714245657043	0.6662639783492922	3.7063227530562504
0.05	10.0	0.48367168284187	0.6662526135479794	3.7063218582781317
0.05	10.5	0.4836719042585432	0.6662434437463642	3.706325871731894
0.05	11.0	0.48367209615276857	0.666235962613155	3.706333145684375
0.05	11.5	0.48367226403522445	0.6662297999479972	3.706342565069069
0.05	12.0	0.48367241212653816	0.6662246801830004	3.706353363952626
0.05	12.5	0.48367254371361923	0.6662203949168958	3.706365010259236
0.05	13.0	0.48367266139556236	0.6662167843092701	3.7063771314631326
0.05	13.5	0.48367276725290587	0.6662137242074029	3.7063894655824523
0.05	14.0	0.48367286297431583	0.666211117075041	3.7064018282258844
0.05	14.5	0.48367294994050725	0.6662088854942994	3.7064140900764553
0.05	15.0	0.4836730292934404	0.6662069674360189	3.706426161242056
0.1	1.0	0.7629546292684508	1.7775573941060245	2.5636917295668575
0.1	1.5	0.764676319731608	2.075681467237294	3.4289060584099995
0.1	2.0	0.7664677928048067	2.072110995252254	4.326362495958835
0.1	2.5	0.7683325934322872	2.0659423368964256	5.183137447615067
0.1	3.0	0.7697888622527598	2.0578465295746162	5.877014570226594
0.1	3.5	0.7709035578627095	2.0333771790572537	6.082321774666142
0.1	4.0	0.7720677624055409	1.9253898427635607	5.882725566998784
0.1	4.5	0.7730139288898735	1.5475916965107495	5.555689372350129
0.1	5.0	0.7737405232615022	1.0739273111374383	5.262374910990347
0.1	5.5	0.7742290598258619	0.938751891722392	5.053811004560598
0.1	6.0	0.7745418981580757	0.9205705780396581	4.930674392776595
0.1	6.5	0.7747248826460392	0.9179782507074622	4.874602418699461
0.1	7.0	0.7748119135071184	0.917423428458435	4.860103639762615
0.1	7.5	0.7748375217625295	0.9172034997079408	4.858007727053248
0.1	8.0	0.7748407752927201	0.9170724439968881	4.857434391880752
0.1	8.5	0.7748421032305994	0.9169809203762204	4.85714342575295
0.1	9.0	0.7748429334308548	0.9169136699725898	4.856975200449258
0.1	9.5	0.7748435088003962	0.9168625374890457	4.856873636099691
0.1	10.0	0.7748439309235748	0.9168226028819072	4.856811592674812
0.1	10.5	0.774844252631076	0.9167907259222117	4.856774280683377
0.1	11.0	0.774844504751283	0.9167648143430434	4.856753021545639
0.1	11.5	0.7748447066708366	0.9167434249257627	4.856742450540714
0.1	12.0	0.7748448712411825	0.9167255330693069	4.8567391198723175
0.1	12.5	0.7748450073354557	0.916710393406077	4.8567407458966745
0.1	13.0	0.7748451212752039	0.9166974522011497	4.856745779500491
0.1	13.5	0.7748452176841537	0.9166862904908775	4.85675314956344
0.1	14.0	0.7748453000182669	0.9166765861395688	4.856762104071754
0.1	14.5	0.7748453709087184	0.9166680878980691	4.856772108653856
0.1	15.0	0.7748454323909707	0.916660597284806	4.8567827800865375
0.15000000000000002	1.0	1.023615115547854	1.2925508990169434	2.3878329482649843
0.15000000000000002	1.5	1.0227776632551677	1.744328995218563	2.8678790842720607
0.15000000000000002	2.0	1.0189132102758658	2.2606369932381827	3.4248041505219646
0.15000000000000002	2.5	1.0205632286707866	2.5367323418860708	4.017952400143299
0.15000000000000002	3.0	1.0220909086599512	2.542496635440787	4.572111257327895
0.15000000000000002	3.5	1.02345168132995	2.511228426714075	5.068102120677093
0.15000000000000002	4.0	1.0245236909055728	2.4606892616710483	5.504285190363433
0.15000000000000002	4.5	1.0253201048111023	2.3790746755271956	5.864004431472237
0.15000000000000002	5.0	1.0259772879831597	2.2109459999441037	6.045385892183248
0.15000000000000002	5.5	1.0265900264862142	1.8406103274404646	5.996062986906094
0.15000000000000002	6.0	1.0271376974457374	1.371630241320889	5.835306465561432
0.15000000000000002	6.5	1.0275678161051949	1.1439332371041775	5.6735074816809465
0.15000000000000002	7.0	1.0278863266929084	1.0878283557063884	5.554541343356161
0.15000000000000002	7.5	1.0281151069093282	1.0760286251044648	5.484355778087744
0.15000000000000002	8.0	1.0282704516596632	1.0734187359317295	5.45422541993872
0.15000000000000002	8.5	1.0283670704046262	1.0727314265526489	5.447025244094338
0.15000000000000002	9.0	1.0284188756759416	1.0724802930747637	5.445727454649653
0.15000000000000002	9.5	1.02843909391207	1.0723472243084822	5.445291359588398
0.15000000000000002	10.0	1.028442886789911	1.0722576803544663	5.44506454792275
0.15000000000000002	10.5	1.0284437327470395	1.0721897429743426	5.444927576185469
0.15000000000000002	11.0	1.02844420659769	1.0721356520479504	5.444839172305728
0.15000000000000002	11.5	1.0284445105833466	1.0720915776701128	5.444780442343938
0.15000000000000002	12.0	1.0284447171765267	1.0720549982358172	5.44474087767185
0.15000000000000002	12.5	1.0284448621063338	1.0720241727552455	5.4447141752215735
0.15000000000000002	13.0	1.0284449656195687	1.071997858880624	5.444696353440132
0.15000000000000002	13.5	1.0284450401829772	1.0719751461289724	5.44468479705387
0.15000000000000002	14.0	1.0284450939172363	1.0719553521155223	5.444677734551802
0.15000000000000002	14.5	1.0284451323317292	1.0719379554910144	5.444673935705581
0.15000000000000002	15.0	1.0284451592914912	1.0719225512217008	5.444672528410407
0.2	1.0	1.1763074574336616	1.1605457608642524	2.434957867292347
0.2	1.5	1.2338408591356906	1.4936352399583601	2.820005802180112
0.2	2.0	1.2590361171643674	1.8595581927969493	3.170150752064011
0.2	2.5	1.2524835677887634	2.224720549659024	3.546670045925449
0.2	3.0	1.2502325076163685	2.5701434188828727	3.952363995756789
0.2	3.5	1.2513628960127	2.8052058484035154	4.347432493398429
0.2	4.0	1.2525000698607225	2.794648958015485	4.7056612530002715
0.2	4.5	1.253389580258064	2.663516117034941	5.018994275579229
0.2	5.0	1.254076626421223	2.4608929573944973	5.289445244512548
0.2	5.5	1.2546114284129828	2.198541651576652	5.521050626988369
0.2	6.0	1.2550290777260407	1.9032488033648816	5.713714884627343
0.2	6.5	1.2553684075716602	1.597993333409039	5.842393694895156
0.2	7.0	1.255671504591765	1.334839648439528	5.870372596007304
0.2	7.5	1.2559448529481831	1.1904744608120645	5.823845883699781
0.2	8.0	1.2561781854527543	1.1371923274109512	5.759578582145163
0.2	8.5	1.2563665381552311	1.1208933794909703	5.710859678098556
0.2	9.0	1.256510940243175	1.116147972831291	5.686234291422433
0.2	9.5	1.2566160337063907	1.1147182497470964	5.679049550255181
0.2	10.0	1.256687853786393	1.1142315434619197	5.677641282702313
0.2	10.5	1.2567322204148035	1.1140233349527	5.677242079059548
0.2	11.0	1.2567551453722152	1.1139058335398064	5.677050798741327
0.2	11.5	1.2567633714264383	1.1138239617498225	5.676936267903641
0.2	12.0	1.256764713271442	1.1137601243531812	5.676862741757195
0.2	12.5	1.2567650337993497	1.1137070440554768	5.676812467583269
0.2	13.0	1.2567651841666354	1.1136617470823058	5.676776412317249
0.2	13.5	1.2567652540627265	1.1136225853781423	5.676749945035266
0.2	14.0	1.2567652785578245	1.1135883640626656	5.676730189535574
0.2	14.5	1.256765275413748	1.11355818659558	5.676715266041832
0.2	15.0	1.2567652547733614	1.1135313647424985	5.676703899993926
0.25	1.0	1.3038312943579113	1.1602652043337596	2.480455499329786
0.25	1.5	1.363571669295332	1.345594295984876	2.8717360728829044
0.25	2.0	1.4211813036188907	1.650678825138849	3.1834531258263787
0.25	2.5	1.4580789376293783	1.9585431439732253	3.444842626398305
0.25	3.0	1.468683263316354	2.2523652735886404	3.7032678979152367
0.25	3.5	1.4649560182346688	2.5152286662599397	3.9766538437801455
0.25	4.0	1.4634178797976052	2.7154639246231587	4.2578757305504595
0.25	4.5	1.463667203305841	2.791302891447583	4.529523857635099
0.25	5.0	1.4643434927788375	2.649590906474327	4.775508923119949
0.25	5.5	1.4648874291814533	2.3399718368160807	4.991478910423418
0.25	6.0	1.4653257881335342	1.978858911154094	5.179190248074617
0.25	6.5	1.4656768692295497	1.6510640181826362	5.342232057779964
0.25	7.0	1.4659543817346985	1.4061324255421477	5.484045825239971
0.25	7.5	1.4661704604752948	1.248685668922494	5.606065894644324
0.25	8.0	1.4663398461237922	1.155547573411329	5.701135835217396
0.25	8.5	1.4664841494700582	1.1023106013174107	5.752947423084689
0.25	9.0	1.4666182386244502	1.0747173154330025	5.762975239531359
0.25	9.5	1.46674114124755	1.0625281887271194	5.754348770755387
0.25	10.0	1.4668469714752046	1.0577663630476226	5.746585298298926
0.25	10.5	1.4669326902060633	1.0559978832619163	5.743993315099167
0.25	11.0	1.4669982754829398	1.0553260623754843	5.743460919437418
0.25	11.5	1.4670452106861285	1.0550427558657485	5.743345922942304
0.25	12.0	1.4670758508793453	1.0548989394276322	5.7433096051631525
0.25	12.5	1.4670931689820241	1.0548086303015989	5.743294017959032
0.25	13.0	1.4671006668081128	1.05474183117341	5.74328736445601
0.25	13.5	1.4671024067523222	1.0546876150115205	5.743286267162634
0.25	14.0	1.4671025617205993	1.0546413019288012	5.743288370360606
0.25	14.5	1.4671025614205389	1.0546004700103686	5.743291019864859
0.25	15.0	1.4671025054140183	1.0545641222575417	5.7432937913350806
0.3	1.0	1.3422130956129201	1.1309097850694851	2.5119172462829233
0.3	1.5	1.4919451337972103	1.3645181123978503	2.913958928531199
0.3	2.0	1.5376045825700586	1.5053460868000519	3.2324203249166112
0.3	2.5	1.5927447900920724	1.7738646741557265	3.4842992829430983
0.3	3.0	1.6338853140194507	2.03303544098533	3.6853815528692433
0.3	3.5	1.6585814094624853	2.264248854313918	3.8659096244636366
0.3	4.0	1.665440612832777	2.4448845878449164	4.0510392840056575
0.3	4.5	1.6632500841384348	2.542499415610765	4.2463123113888015
0.3	5.0	1.662107377801282	2.5215487775538854	4.449085921595346
0.3	5.5	1.6618890420061017	2.3606422713198296	4.646452475030186
0.3	6.0	1.6622401423434183	2.073909467024528	4.8279237908947135
0.3	6.5	1.6625683070426696	1.7369848931429517	4.9900126622857135
0.3	7.0	1.6628386239552368	1.4546427287514443	5.133464527228131
0.3	7.5	1.6630596496108787	1.2612787813765425	5.2604475256791465
0.3	8.0	1.6632387875911578	1.142864047657225	5.373151444193773
0.3	8.5	1.6633821974007172	1.0747555940053184	5.472851240218925
0.3	9.0	1.6634951054827218	1.0368782904821399	5.558343685516335
0.3	9.5	1.6635833038039078	1.0160272245061601	5.623379287901489
0.3	10.0	1.6636559109695643	1.004410716194921	5.660139709094041
0.3	10.5	1.6637222348942002	0.998023177871632	5.672723538502529
0.3	11.0	1.6637849678632026	0.9947672879312699	5.675247747084823
0.3	11.5	1.6638418537329451	0.9932470029389536	5.675869492640577
0.3	12.0	1.6638901677622886	0.9925687441559988	5.676256426451486
0.3	12.5	1.6639284672412955	0.9922603972568869	5.676553538156927
0.3	13.0	1.6639566235970173	0.9921067645616973	5.6767821612252805
0.3	13.5	1.6639754442356944	0.9920176634371707	5.676961590403152
0.3	14.0	1.6639863643054036	0.9919567699541966	5.677106609566009
0.3	14.5	1.6639912780879211	0.9919095790082508	5.677227232819046
0.3	15.0	1.6639924744808532	0.9918701777806228	5.677330179420675
0.35000000000000003	1.0	1.3571719572940395	1.1194137615227342	2.5342485288260233
0.35000000000000003	1.5	1.5420989720774745	1.3389368969951208	2.943993415820243
0.35000000000000003	2.0	1.657721085845382	1.5197032248782285	3.2695797210602553
0.35000000000000003	2.5	1.7012542195029803	1.6402897608064175	3.528096994999179
0.35000000000000003	3.0	1.7527875490316234	1.866055406703513	3.7296886599321937
0.35000000000000003	3.5	1.7952865784256493	2.0757197608163453	3.890056721805935
0.35000000000000003	4.0	1.8263029019300625	2.2396928986590954	4.023592649618885
0.35000000000000003	4.5	1.845828394337266	2.329594863950386	4.153619843619873
0.35000000000000003	5.0	1.8518389525679981	2.3170902422747117	4.288700882048723
0.35000000000000003	5.5	1.850511091095231	2.192838907657893	4.429163147180765
0.35000000000000003	6.0	1.8496485668351477	1.983246986126272	4.569471316725871
0.35000000000000003	6.5	1.8492510364682744	1.7404887668657247	4.7036784191218635
0.35000000000000003	7.0	1.849309738939284	1.510782812350587	4.827205018237473
0.35000000000000003	7.5	1.8495012281295826	1.3170751424416167	4.937187671243275
0.35000000000000003	8.0	1.8496645420905042	1.1744201592241703	5.0325544998580725
0.35000000000000003	8.5	1.8498025229047088	1.0823488528223324	5.112643269727867
0.35000000000000003	9.0	1.8499181539714151	1.0273247614506325	5.176849155189289
0.35000000000000003	9.5	1.8500139169746475	0.9956829956317815	5.22481262132303
0.35000000000000003	10.0	1.8500918671729485	0.9778249577604913	5.257170517217002
0.35000000000000003	10.5	1.8501537555354242	0.9678282346385921	5.2762531976733955
0.35000000000000003	11.0	1.850201528686736	0.9622268471882068	5.285888159910112
0.35000000000000003	11.5	1.8502387548555606	0.9590450028559042	5.290180779298128
0.35000000000000003	12.0	1.8502706540209606	0.9572201969416082	5.292143070349826
0.35000000000000003	12.5	1.8503007070434505	0.9562020510974717	5.293268367004479
0.35000000000000003	13.0	1.8503290441644755	0.9556618251835259	5.294075861717146
0.35000000000000003	13.5	1.85035418169216	0.9553831735266809	5.294718411885045
0.35000000000000003	14.0	1.8503747738525849	0.9552359754926573	5.295251140227338
0.35000000000000003	14.5	1.8503902080094299	0.9551514521202766	5.295703178826222
0.35000000000000003	15.0	1.8504005761243085	0.955096506128293	5.296093464947715
